zip,type,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,country
2149,STANDARD,Everett,,,MA,Middlesex County,America/New_York,"617,781,857",US
2150,STANDARD,Chelsea,,,MA,Suffolk County,America/New_York,"617,857",US
2151,STANDARD,Revere,,"Beachmont, Revere Beach",MA,Suffolk County,America/New_York,"781,978,339,617",US
2152,STANDARD,Winthrop,,,MA,Suffolk County,America/New_York,"617,978,857",US
2153,PO BOX,Medford,"Tufts Univ, Tufts University",,MA,Middlesex County,America/New_York,339,US
2155,STANDARD,Medford,,"W Medford, West Medford",MA,Middlesex County,America/New_York,"617,781,978,339",US
2156,PO BOX,West Medford,,"Medford, W Medford",MA,Middlesex County,America/New_York,,US
2163,STANDARD,Boston,Cambridge,Soldiers Field,MA,Suffolk County,America/New_York,"617,339,781,857,978",US
2169,STANDARD,Quincy,,"Houghs Neck, Quincy Center, South Quincy, West Quincy",MA,Norfolk County,America/New_York,"508,617,781",US
2170,STANDARD,Quincy,Wollaston,,MA,Norfolk County,America/New_York,"617,857",US
2171,STANDARD,Quincy,"North Quincy, Squantum","Marina Bay, N Quincy, No Quincy, Norfolk Downs",MA,Norfolk County,America/New_York,"617,857",US
2176,STANDARD,Melrose,,,MA,Middlesex County,America/New_York,"978,781,339",US
2180,STANDARD,Stoneham,,,MA,Middlesex County,America/New_York,"781,617,978",US
2184,STANDARD,Braintree,,"Braintree Highlands, Braintree Hld, E Braintree, East Braintree",MA,Norfolk County,America/New_York,"508,617,781,339",US
2185,PO BOX,Braintree,,Braintree Phantom,MA,Norfolk County,America/New_York,781,US
2186,STANDARD,Milton,,East Milton,MA,Norfolk County,America/New_York,617,US
2187,PO BOX,Milton Village,Milton Vlg,,MA,Norfolk County,America/New_York,,US
2188,STANDARD,Weymouth,,Weymouth Lndg,MA,Norfolk County,America/New_York,"617,781,339",US
2189,STANDARD,East Weymouth,Weymouth,,MA,Norfolk County,America/New_York,781,US
2190,STANDARD,South Weymouth,"S Weymouth, Weymouth",Weymouth Nas,MA,Norfolk County,America/New_York,"617,781",US
2191,STANDARD,North Weymouth,"N Weymouth, Weymouth",,MA,Norfolk County,America/New_York,"617,781,339",US
2196,PO BOX,Boston,,,MA,Suffolk County,America/New_York,617,US
2199,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,339,781,857,978",US
2201,UNIQUE,Boston,,Boston City Hall,MA,Suffolk County,America/New_York,617,US
2203,STANDARD,Boston,,,MA,Suffolk County,America/New_York,617,US
2204,UNIQUE,Boston,,"Mass Tax, Massachusetts Tax",MA,Suffolk County,America/New_York,617,US
2205,PO BOX,Boston,,,MA,Suffolk County,America/New_York,617,US
2206,UNIQUE,Boston,,State Street Corporation,MA,Suffolk County,America/New_York,617,US
2207,UNIQUE,Boston,,Bell Atlantic Telephone Co,MA,Suffolk County,America/New_York,617,US
2210,STANDARD,Boston,,,MA,Suffolk County,America/New_York,617,US
2211,UNIQUE,Boston,,Bank Of America,MA,Suffolk County,America/New_York,617,US
2212,UNIQUE,Boston,,Bank Of America,MA,Suffolk County,America/New_York,617,US
2215,STANDARD,Boston,,"Boston University, Kenmore",MA,Suffolk County,America/New_York,617,US
2216,UNIQUE,Boston,,John Hancock P O Box 192,MA,Suffolk County,America/New_York,617,US
2217,UNIQUE,Boston,,John Hancock P O Box 505,MA,Suffolk County,America/New_York,617,US
2222,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,857",US
2228,PO BOX,East Boston,Boston,,MA,Suffolk County,America/New_York,,US
2238,PO BOX,Cambridge,"Harvard Sq, Harvard Square",,MA,Middlesex County,America/New_York,617,US
2239,UNIQUE,Cambridge,Com/energy Services,,MA,Middlesex County,America/New_York,617,US
2241,UNIQUE,Boston,,"Bank Of America, Fleet Bank Boston",MA,Suffolk County,America/New_York,617,US
2266,UNIQUE,Boston,,Boston Financial Data Servic,MA,Suffolk County,America/New_York,617,US
2269,PO BOX,Quincy,,,MA,Norfolk County,America/New_York,617,US
2283,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,781,978",US
2284,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"508,617,781,857,978",US
2293,UNIQUE,Boston,,Fidelity Service Company,MA,Suffolk County,America/New_York,617,US
2295,UNIQUE,Boston,,John Hancock Mutual Ins,MA,Suffolk County,America/New_York,617,US
2297,UNIQUE,Boston,,Cash Management,MA,Suffolk County,America/New_York,617,US
2298,PO BOX,Boston,,,MA,Suffolk County,America/New_York,617,US
2301,STANDARD,Brockton,,,MA,Plymouth County,America/New_York,"508,617,774",US
2302,STANDARD,Brockton,,,MA,Plymouth County,America/New_York,"508,617,774",US
2303,PO BOX,Brockton,,,MA,Plymouth County,America/New_York,508,US
2304,PO BOX,Brockton,,,MA,Plymouth County,America/New_York,508,US
2305,PO BOX,Brockton,,,MA,Plymouth County,America/New_York,508,US
2322,STANDARD,Avon,,,MA,Norfolk County,America/New_York,508,US
2324,STANDARD,Bridgewater,,,MA,Plymouth County,America/New_York,"508,774",US
2325,UNIQUE,Bridgewater,,Bridgewater State College,MA,Plymouth County,America/New_York,508,US
2327,PO BOX,Bryantville,,Pembroke,MA,Plymouth County,America/New_York,,US
2330,STANDARD,Carver,,,MA,Plymouth County,America/New_York,"508,774",US
2331,PO BOX,Duxbury,,,MA,Plymouth County,America/New_York,339,US
2332,STANDARD,Duxbury,,,MA,Plymouth County,America/New_York,"781,617",US
2333,STANDARD,East Bridgewater,"E Bridgewater, E Bridgewtr",,MA,Plymouth County,America/New_York,"508,774",US
2334,PO BOX,Easton,,,MA,Bristol County,America/New_York,508,US
2337,PO BOX,Elmwood,,East Bridgewater,MA,Plymouth County,America/New_York,,US
2338,STANDARD,Halifax,,,MA,Plymouth County,America/New_York,"781,339",US
2339,STANDARD,Hanover,,"Assinippi, West Hanover",MA,Plymouth County,America/New_York,"617,781",US
2340,UNIQUE,Hanover,,Wearguard,MA,Plymouth County,America/New_York,339,US
2341,STANDARD,Hanson,,,MA,Plymouth County,America/New_York,781,US
2343,STANDARD,Holbrook,,,MA,Norfolk County,America/New_York,781,US
2344,UNIQUE,Middleboro,Middleborough,Aetna Life & Casualty Co,MA,Plymouth County,America/New_York,508,US
2345,PO BOX,Manomet,,Plymouth,MA,Plymouth County,America/New_York,508,US
2346,STANDARD,Middleboro,,Middleborough,MA,Plymouth County,America/New_York,"508,774",US
2347,STANDARD,Lakeville,,Middleboro,MA,Plymouth County,America/New_York,"781,508",US
2348,UNIQUE,Lakeville,"Middleboro, Middleborough","Lakeville Phantom, Talbots",MA,Plymouth County,America/New_York,508,US
2349,UNIQUE,Middleboro,Middleborough,Ocean Spray,MA,Plymouth County,America/New_York,508,US
2350,PO BOX,Monponsett,,Hanson,MA,Plymouth County,America/New_York,,US
2351,STANDARD,Abington,,,MA,Plymouth County,America/New_York,781,US
2355,PO BOX,North Carver,,"Carver, East Carver",MA,Plymouth County,America/New_York,508,US
2356,STANDARD,North Easton,,"Easton, N Easton, No Easton",MA,Bristol County,America/New_York,508,US
2357,UNIQUE,North Easton,"Stonehill Col, Stonehill College","Easton, Stonehill Coll",MA,Bristol County,America/New_York,508,US
2358,PO BOX,North Pembroke,N Pembroke,Pembroke,MA,Plymouth County,America/New_York,,US
2359,STANDARD,Pembroke,,East Pembroke,MA,Plymouth County,America/New_York,"781,339",US
2360,STANDARD,Plymouth,,Cedarville,MA,Plymouth County,America/New_York,"508,617,774",US
2361,PO BOX,Plymouth,,,MA,Plymouth County,America/New_York,508,US
2362,PO BOX,Plymouth,,,MA,Plymouth County,America/New_York,617,US
2364,STANDARD,Kingston,,"Rocky Nook, Silver Lake",MA,Plymouth County,America/New_York,"781,339,617",US
2366,PO BOX,South Carver,,Carver,MA,Plymouth County,America/New_York,508,US
2367,STANDARD,Plympton,,,MA,Plymouth County,America/New_York,"508,781",US
2368,STANDARD,Randolph,,,MA,Norfolk County,America/New_York,"617,781,339",US
2370,STANDARD,Rockland,,,MA,Plymouth County,America/New_York,"781,339",US
2375,STANDARD,South Easton,,"Easton, S Easton, So Easton",MA,Bristol County,America/New_York,"508,781,774",US
2379,STANDARD,West Bridgewater,W Bridgewater,,MA,Plymouth County,America/New_York,"508,781",US
2381,PO BOX,White Horse Beach,Wht Horse Bch,Plymouth,MA,Plymouth County,America/New_York,508,US
2382,STANDARD,Whitman,,,MA,Plymouth County,America/New_York,781,US
2420,STANDARD,Lexington,,,MA,Middlesex County,America/New_York,"781,617,339",US
2421,STANDARD,Lexington,,,MA,Middlesex County,America/New_York,"617,781",US
2445,STANDARD,Brookline,,,MA,Norfolk County,America/New_York,"617,857",US
2446,STANDARD,Brookline,,,MA,Norfolk County,America/New_York,"617,857",US
2447,PO BOX,Brookline Village,Brookline Vlg,Brookline,MA,Norfolk County,America/New_York,,US
2451,STANDARD,Waltham,North Waltham,,MA,Middlesex County,America/New_York,"781,617,508,339",US
2452,STANDARD,Waltham,North Waltham,,MA,Middlesex County,America/New_York,"781,617,339,774,978",US
2453,STANDARD,Waltham,South Waltham,,MA,Middlesex County,America/New_York,"781,617,508,774,978",US
2454,PO BOX,Waltham,,,MA,Middlesex County,America/New_York,339,US
2455,PO BOX,North Waltham,,Waltham,MA,Middlesex County,America/New_York,,US
2456,PO BOX,New Town,,Newton,MA,Middlesex County,America/New_York,617,US
2457,PO BOX,Babson Park,,Wellesley,MA,Norfolk County,America/New_York,,US
2458,STANDARD,Newton,Newtonville,Riverside,MA,Middlesex County,America/New_York,"617,781,857",US
2459,STANDARD,Newton Center,"Newton, Newton Centre","Newton Cntr, Newton Ctr",MA,Middlesex County,America/New_York,"617,781,508",US
2460,STANDARD,Newtonville,Newton,,MA,Middlesex County,America/New_York,"617,781,857",US
2461,STANDARD,Newton Highlands,"Newton, Newton Hlds",,MA,Middlesex County,America/New_York,"617,781",US
2462,STANDARD,Newton Lower Falls,"Newton, Newton L F, Newtonville",,MA,Middlesex County,America/New_York,617,US
2464,STANDARD,Newton Upper Falls,"Newton, Newton U F",,MA,Middlesex County,America/New_York,617,US
2465,STANDARD,West Newton,Newton,W Newton,MA,Middlesex County,America/New_York,"781,617,857",US
2466,STANDARD,Auburndale,,Newton,MA,Middlesex County,America/New_York,"617,781",US
2467,STANDARD,Chestnut Hill,"Boston Clg, Boston College","Brookline, Newton",MA,Norfolk County,America/New_York,"781,617,857",US
2468,STANDARD,Waban,,Newton,MA,Middlesex County,America/New_York,"781,617",US
2471,PO BOX,Watertown,,Watertown Financial,MA,Middlesex County,America/New_York,"617,781",US
2472,STANDARD,Watertown,"E Watertown, East Watertown",,MA,Middlesex County,America/New_York,"617,781,978,857",US
2474,STANDARD,Arlington,"E Arlington, East Arlington",,MA,Middlesex County,America/New_York,"781,617",US
2475,PO BOX,Arlington Heights,Arlington Hts,Arlington,MA,Middlesex County,America/New_York,,US
2476,STANDARD,Arlington,,,MA,Middlesex County,America/New_York,"617,781,339",US
2477,UNIQUE,Watertown,,Field Premium Inc,MA,Middlesex County,America/New_York,617,US
2478,STANDARD,Belmont,,,MA,Middlesex County,America/New_York,"617,781,857",US
2479,PO BOX,Waverley,,Belmont,MA,Middlesex County,America/New_York,,US
2481,STANDARD,Wellesley Hills,"Wellesley, Wellesley Hls",Wellesley Fms,MA,Norfolk County,America/New_York,"781,617,508,774",US
2482,STANDARD,Wellesley,,,MA,Norfolk County,America/New_York,"508,617,781,339,774",US
2492,STANDARD,Needham,,Needham Jct,MA,Norfolk County,America/New_York,"781,774,857",US
2493,STANDARD,Weston,,"Cherry Brook, Hastings, Kendal Green, Silver Hill, Stony Brook",MA,Middlesex County,America/New_York,"781,617",US
2494,STANDARD,Needham Heights,"Needham, Needham Hgts",,MA,Norfolk County,America/New_York,"781,617,339",US
2495,PO BOX,Nonantum,Newton,,MA,Middlesex County,America/New_York,,US
2532,STANDARD,Buzzards Bay,Bourne,,MA,Barnstable County,America/New_York,"508,774",US
2534,PO BOX,Cataumet,,,MA,Barnstable County,America/New_York,508,US
2535,STANDARD,Chilmark,"Aquinnah, Gay Head",,MA,Dukes County,America/New_York,508,US
2536,STANDARD,East Falmouth,"E Falmouth, Ea Falmouth, Hatchville, Teaticket, Waquoit",,MA,Barnstable County,America/New_York,508,US
2537,STANDARD,East Sandwich,E Sandwich,,MA,Barnstable County,America/New_York,508,US
2538,STANDARD,East Wareham,E Wareham,,MA,Plymouth County,America/New_York,508,US
2539,STANDARD,Edgartown,,Chappaquiddick Island,MA,Dukes County,America/New_York,"508,774",US
2540,STANDARD,Falmouth,,,MA,Barnstable County,America/New_York,"978,508",US
2541,PO BOX,Falmouth,,,MA,Barnstable County,America/New_York,508,US
2542,STANDARD,Buzzards Bay,Otis Angb,"Otis A F B, Otis Air National Guard, Otis Ang",MA,Barnstable County,America/New_York,"508,774",US
2543,STANDARD,Woods Hole,Falmouth,Woodshole,MA,Barnstable County,America/New_York,"508,774",US
2552,PO BOX,Menemsha,,Chilmark,MA,Dukes County,America/New_York,508,US
2553,PO BOX,Monument Beach,Monument Bch,,MA,Barnstable County,America/New_York,508,US
2554,STANDARD,Nantucket,,,MA,Nantucket County,America/New_York,"508,774",US
2556,STANDARD,North Falmouth,N Falmouth,,MA,Barnstable County,America/New_York,508,US
2557,STANDARD,Oak Bluffs,,,MA,Dukes County,America/New_York,508,US
2558,PO BOX,Onset,,,MA,Plymouth County,America/New_York,508,US
2559,STANDARD,Pocasset,,Bourne,MA,Barnstable County,America/New_York,"508,774",US
2561,PO BOX,Sagamore,,,MA,Barnstable County,America/New_York,508,US
2562,STANDARD,Sagamore Beach,Sagamore Bch,,MA,Barnstable County,America/New_York,508,US
2563,STANDARD,Sandwich,,,MA,Barnstable County,America/New_York,"508,774",US
2564,PO BOX,Siasconset,Nantucket,Sconset,MA,Nantucket County,America/New_York,508,US
2565,PO BOX,Silver Beach,"N Falmouth, North Falmouth",,MA,Barnstable County,America/New_York,508,US
2568,STANDARD,Vineyard Haven,Vineyard Hvn,"North Tisbury, Tisbury, West Tisbury",MA,Dukes County,America/New_York,"508,774",US
2571,STANDARD,Wareham,,,MA,Plymouth County,America/New_York,"508,774",US
2573,PO BOX,West Chop,"Vineyard Haven, Vineyard Hvn",Tisbury,MA,Dukes County,America/New_York,,US
2574,PO BOX,West Falmouth,W Falmouth,,MA,Barnstable County,America/New_York,508,US
2575,PO BOX,West Tisbury,,Tisbury,MA,Dukes County,America/New_York,508,US
2576,STANDARD,West Wareham,,W Wareham,MA,Plymouth County,America/New_York,508,US
2584,PO BOX,Nantucket,,,MA,Nantucket County,America/New_York,508,US
2601,STANDARD,Hyannis,,,MA,Barnstable County,America/New_York,"508,774",US
2630,STANDARD,Barnstable,,,MA,Barnstable County,America/New_York,"508,774",US
2631,STANDARD,Brewster,,,MA,Barnstable County,America/New_York,"508,774",US
2632,STANDARD,Centerville,,,MA,Barnstable County,America/New_York,"508,774",US
2633,STANDARD,Chatham,,,MA,Barnstable County,America/New_York,"508,774",US
2634,PO BOX,Centerville,,Barnstable,MA,Barnstable County,America/New_York,508,US
2635,STANDARD,Cotuit,,,MA,Barnstable County,America/New_York,508,US
2636,STANDARD,Centerville,,,MA,Barnstable County,America/New_York,508,US
2637,PO BOX,Cummaquid,,,MA,Barnstable County,America/New_York,508,US
2638,STANDARD,Dennis,,,MA,Barnstable County,America/New_York,"508,774",US
2639,STANDARD,Dennis Port,Dennisport,,MA,Barnstable County,America/New_York,508,US
2641,PO BOX,East Dennis,,E Dennis,MA,Barnstable County,America/New_York,508,US
2642,STANDARD,Eastham,,,MA,Barnstable County,America/New_York,508,US
2643,PO BOX,East Orleans,,,MA,Barnstable County,America/New_York,508,US
2644,STANDARD,Forestdale,,Sandwich,MA,Barnstable County,America/New_York,508,US
2645,STANDARD,Harwich,"E Harwich, East Harwich",Hardwich,MA,Barnstable County,America/New_York,"508,774",US
2646,STANDARD,Harwich Port,,Harwichport,MA,Barnstable County,America/New_York,508,US
2647,PO BOX,Hyannis Port,,,MA,Barnstable County,America/New_York,508,US
2648,STANDARD,Marstons Mills,Marstons Mls,,MA,Barnstable County,America/New_York,508,US
2649,STANDARD,Mashpee,,"New Seabury, South Mashpee",MA,Barnstable County,America/New_York,508,US
2650,STANDARD,North Chatham,,N Chatham,MA,Barnstable County,America/New_York,508,US
2651,PO BOX,North Eastham,,,MA,Barnstable County,America/New_York,508,US
2652,PO BOX,North Truro,,,MA,Barnstable County,America/New_York,508,US
2653,STANDARD,Orleans,,,MA,Barnstable County,America/New_York,"508,774",US
2655,STANDARD,Osterville,,,MA,Barnstable County,America/New_York,"508,774",US
2657,STANDARD,Provincetown,,,MA,Barnstable County,America/New_York,"508,774",US
2659,STANDARD,South Chatham,,,MA,Barnstable County,America/New_York,508,US
2660,STANDARD,South Dennis,,S Dennis,MA,Barnstable County,America/New_York,508,US
2661,PO BOX,South Harwich,,,MA,Barnstable County,America/New_York,508,US
2662,PO BOX,South Orleans,,,MA,Barnstable County,America/New_York,508,US
2663,PO BOX,South Wellfleet,S Wellfleet,,MA,Barnstable County,America/New_York,508,US
2664,STANDARD,South Yarmouth,"Bass River, S Yarmouth","So Yarmouth, Yarmouth",MA,Barnstable County,America/New_York,508,US
2666,PO BOX,Truro,,,MA,Barnstable County,America/New_York,508,US
2667,STANDARD,Wellfleet,,,MA,Barnstable County,America/New_York,"508,774",US
2668,STANDARD,West Barnstable,W Barnstble,W Barnstable,MA,Barnstable County,America/New_York,508,US
2669,PO BOX,West Chatham,,,MA,Barnstable County,America/New_York,508,US
2670,STANDARD,West Dennis,,W Dennis,MA,Barnstable County,America/New_York,508,US
2671,STANDARD,West Harwich,,,MA,Barnstable County,America/New_York,508,US
2672,PO BOX,West Hyannisport,W Hyannisprt,,MA,Barnstable County,America/New_York,508,US
2673,STANDARD,West Yarmouth,W Yarmouth,"South Yarmouth, Yarmouth",MA,Barnstable County,America/New_York,"508,774",US
2675,STANDARD,Yarmouth Port,,"Yarmouth, Yarmouthport",MA,Barnstable County,America/New_York,508,US
2702,STANDARD,Assonet,,Freetown,MA,Bristol County,America/New_York,"508,774",US
2703,STANDARD,Attleboro,"S Attleboro, South Attleboro",,MA,Bristol County,America/New_York,"401,508,617,774",US
2712,PO BOX,Chartley,,Norton,MA,Bristol County,America/New_York,508,US
2713,PO BOX,Cuttyhunk,,Gosnold,MA,Dukes County,America/New_York,,US
2714,PO BOX,Dartmouth,,,MA,Bristol County,America/New_York,508,US
2715,STANDARD,Dighton,,,MA,Bristol County,America/New_York,"508,774",US
2717,STANDARD,East Freetown,,,MA,Bristol County,America/New_York,508,US
2718,STANDARD,East Taunton,,Taunton,MA,Bristol County,America/New_York,"508,774",US
2719,STANDARD,Fairhaven,,,MA,Bristol County,America/New_York,508,US
2720,STANDARD,Fall River,,,MA,Bristol County,America/New_York,"508,774",US
2721,STANDARD,Fall River,,,MA,Bristol County,America/New_York,"508,774",US
2722,PO BOX,Fall River,,,MA,Bristol County,America/New_York,508,US
2723,STANDARD,Fall River,,,MA,Bristol County,America/New_York,"508,774",US
2724,STANDARD,Fall River,,,MA,Bristol County,America/New_York,508,US
2725,STANDARD,Somerset,,Fall River,MA,Bristol County,America/New_York,508,US
2726,STANDARD,Somerset,,Fall River,MA,Bristol County,America/New_York,508,US
